emoji,name,slug,group,emoji_version,unicode_version,skin_tone_support,fuzzy_search
💶,euro banknote,euro_banknote,Objects,1.0,1.0,False,euro banknote euro_banknote Objects
💷,pound banknote,pound_banknote,Objects,1.0,1.0,False,pound banknote pound_banknote Objects
💸,money with wings,money_with_wings,Objects,0.6,0.6,False,money with wings money_with_wings Objects
💳,credit card,credit_card,Objects,0.6,0.6,False,credit card credit_card Objects
🧾,receipt,receipt,Objects,11.0,11.0,False,receipt receipt Objects
💹,chart increasing with yen,chart_increasing_with_yen,Objects,0.6,0.6,False,chart increasing with yen chart_increasing_with_yen Objects
✉️,envelope,envelope,Objects,0.6,0.6,False,envelope envelope Objects
📧,e-mail,e_mail,Objects,0.6,0.6,False,e mail e_mail Objects
📨,incoming envelope,incoming_envelope,Objects,0.6,0.6,False,incoming envelope incoming_envelope Objects
📩,envelope with arrow,envelope_with_arrow,Objects,0.6,0.6,False,envelope with arrow envelope_with_arrow Objects
📤,outbox tray,outbox_tray,Objects,0.6,0.6,False,outbox tray outbox_tray Objects
📥,inbox tray,inbox_tray,Objects,0.6,0.6,False,inbox tray inbox_tray Objects
📦,package,package,Objects,0.6,0.6,False,package package Objects
📫,closed mailbox with raised flag,closed_mailbox_with_raised_flag,Objects,0.6,0.6,False,closed mailbox with raised flag closed_mailbox_with_raised_flag Objects
📪,closed mailbox with lowered flag,closed_mailbox_with_lowered_flag,Objects,0.6,0.6,False,closed mailbox with lowered flag closed_mailbox_with_lowered_flag Objects
📬,open mailbox with raised flag,open_mailbox_with_raised_flag,Objects,0.7,0.7,False,open mailbox with raised flag open_mailbox_with_raised_flag Objects
📭,open mailbox with lowered flag,open_mailbox_with_lowered_flag,Objects,0.7,0.7,False,open mailbox with lowered flag open_mailbox_with_lowered_flag Objects
📮,postbox,postbox,Objects,0.6,0.6,False,postbox postbox Objects
🗳️,ballot box with ballot,ballot_box_with_ballot,Objects,0.7,0.7,False,ballot box with ballot ballot_box_with_ballot Objects
✏️,pencil,pencil,Objects,0.6,0.6,False,pencil pencil Objects
✒️,black nib,black_nib,Objects,0.6,0.6,False,black nib black_nib Objects
🖋️,fountain pen,fountain_pen,Objects,0.7,0.7,False,fountain pen fountain_pen Objects
🖊️,pen,pen,Objects,0.7,0.7,False,pen pen Objects
🖌️,paintbrush,paintbrush,Objects,0.7,0.7,False,paintbrush paintbrush Objects
🖍️,crayon,crayon,Objects,0.7,0.7,False,crayon crayon Objects
📝,memo,memo,Objects,0.6,0.6,False,memo memo Objects
💼,briefcase,briefcase,Objects,0.6,0.6,False,briefcase briefcase Objects
📁,file folder,file_folder,Objects,0.6,0.6,False,file folder file_folder Objects
📂,open file folder,open_file_folder,Objects,0.6,0.6,False,open file folder open_file_folder Objects
🗂️,card index dividers,card_index_dividers,Objects,0.7,0.7,False,card index dividers card_index_dividers Objects
📅,calendar,calendar,Objects,0.6,0.6,False,calendar calendar Objects
📆,tear-off calendar,tear_off_calendar,Objects,0.6,0.6,False,tear off calendar tear_off_calendar Objects
🗒️,spiral notepad,spiral_notepad,Objects,0.7,0.7,False,spiral notepad spiral_notepad Objects
🗓️,spiral calendar,spiral_calendar,Objects,0.7,0.7,False,spiral calendar spiral_calendar Objects
📇,card index,card_index,Objects,0.6,0.6,False,card index card_index Objects
📈,chart increasing,chart_increasing,Objects,0.6,0.6,False,chart increasing chart_increasing Objects
📉,chart decreasing,chart_decreasing,Objects,0.6,0.6,False,chart decreasing chart_decreasing Objects
📊,bar chart,bar_chart,Objects,0.6,0.6,False,bar chart bar_chart Objects
📋,clipboard,clipboard,Objects,0.6,0.6,False,clipboard clipboard Objects
📌,pushpin,pushpin,Objects,0.6,0.6,False,pushpin pushpin Objects
📍,round pushpin,round_pushpin,Objects,0.6,0.6,False,round pushpin round_pushpin Objects
📎,paperclip,paperclip,Objects,0.6,0.6,False,paperclip paperclip Objects
🖇️,linked paperclips,linked_paperclips,Objects,0.7,0.7,False,linked paperclips linked_paperclips Objects
📏,straight ruler,straight_ruler,Objects,0.6,0.6,False,straight ruler straight_ruler Objects
📐,triangular ruler,triangular_ruler,Objects,0.6,0.6,False,triangular ruler triangular_ruler Objects
✂️,scissors,scissors,Objects,0.6,0.6,False,scissors scissors Objects
🗃️,card file box,card_file_box,Objects,0.7,0.7,False,card file box card_file_box Objects
🗄️,file cabinet,file_cabinet,Objects,0.7,0.7,False,file cabinet file_cabinet Objects
🗑️,wastebasket,wastebasket,Objects,0.7,0.7,False,wastebasket wastebasket Objects
🔒,locked,locked,Objects,0.6,0.6,False,locked locked Objects
🔓,unlocked,unlocked,Objects,0.6,0.6,False,unlocked unlocked Objects
🔏,locked with pen,locked_with_pen,Objects,0.6,0.6,False,locked with pen locked_with_pen Objects
🔐,locked with key,locked_with_key,Objects,0.6,0.6,False,locked with key locked_with_key Objects
🔑,key,key,Objects,0.6,0.6,False,key key Objects
🗝️,old key,old_key,Objects,0.7,0.7,False,old key old_key Objects
🔨,hammer,hammer,Objects,0.6,0.6,False,hammer hammer Objects
🪓,axe,axe,Objects,12.0,12.0,False,axe axe Objects
⛏️,pick,pick,Objects,0.7,0.7,False,pick pick Objects
⚒️,hammer and pick,hammer_and_pick,Objects,1.0,1.0,False,hammer and pick hammer_and_pick Objects
🛠️,hammer and wrench,hammer_and_wrench,Objects,0.7,0.7,False,hammer and wrench hammer_and_wrench Objects
🗡️,dagger,dagger,Objects,0.7,0.7,False,dagger dagger Objects
⚔️,crossed swords,crossed_swords,Objects,1.0,1.0,False,crossed swords crossed_swords Objects
💣,bomb,bomb,Objects,0.6,0.6,False,bomb bomb Objects
🪃,boomerang,boomerang,Objects,13.0,13.0,False,boomerang boomerang Objects
🏹,bow and arrow,bow_and_arrow,Objects,1.0,1.0,False,bow and arrow bow_and_arrow Objects
🛡️,shield,shield,Objects,0.7,0.7,False,shield shield Objects
🪚,carpentry saw,carpentry_saw,Objects,13.0,13.0,False,carpentry saw carpentry_saw Objects
🔧,wrench,wrench,Objects,0.6,0.6,False,wrench wrench Objects
🪛,screwdriver,screwdriver,Objects,13.0,13.0,False,screwdriver screwdriver Objects
🔩,nut and bolt,nut_and_bolt,Objects,0.6,0.6,False,nut and bolt nut_and_bolt Objects
⚙️,gear,gear,Objects,1.0,1.0,False,gear gear Objects
🗜️,clamp,clamp,Objects,0.7,0.7,False,clamp clamp Objects
⚖️,balance scale,balance_scale,Objects,1.0,1.0,False,balance scale balance_scale Objects
🦯,white cane,white_cane,Objects,12.0,12.0,False,white cane white_cane Objects
🔗,link,link,Objects,0.6,0.6,False,link link Objects
⛓️‍💥,broken chain,broken_chain,Objects,15.1,15.1,False,broken chain broken_chain Objects
⛓️,chains,chains,Objects,0.7,0.7,False,chains chains Objects
🪝,hook,hook,Objects,13.0,13.0,False,hook hook Objects
🧰,toolbox,toolbox,Objects,11.0,11.0,False,toolbox toolbox Objects
🧲,magnet,magnet,Objects,11.0,11.0,False,magnet magnet Objects
🪜,ladder,ladder,Objects,13.0,13.0,False,ladder ladder Objects
🪏,shovel,shovel,Objects,16.0,16.0,False,shovel shovel Objects
⚗️,alembic,alembic,Objects,1.0,1.0,False,alembic alembic Objects
🧪,test tube,test_tube,Objects,11.0,11.0,False,test tube test_tube Objects
🧫,petri dish,petri_dish,Objects,11.0,11.0,False,petri dish petri_dish Objects
🧬,dna,dna,Objects,11.0,11.0,False,dna dna Objects
🔬,microscope,microscope,Objects,1.0,1.0,False,microscope microscope Objects
🔭,telescope,telescope,Objects,1.0,1.0,False,telescope telescope Objects
📡,satellite antenna,satellite_antenna,Objects,0.6,0.6,False,satellite antenna satellite_antenna Objects
💉,syringe,syringe,Objects,0.6,0.6,False,syringe syringe Objects
🩸,drop of blood,drop_of_blood,Objects,12.0,12.0,False,drop of blood drop_of_blood Objects
